Year,date,Dependent,D_type,Speaker1,Governor,G_type,Speaker2,RelationType,long_date
1960,07 10,I do think that parties are important in that they tell something about the program and something about the man,Premise,KENNEDY,he was selected by his party at a key time in history,Claim,KENNEDY,Support,07-10-1960
1960,07 10,I do think that parties are important in that they tell something about the program and something about the man,Premise,KENNEDY,his party stood for something,Claim,KENNEDY,Support,07-10-1960
1960,07 10,I do think that parties are important in that they tell something about the program and something about the man,Claim,KENNEDY,I think that record tells something,Claim,KENNEDY,Support,07-10-1960
1960,07 10,I do think that parties are important in that they tell something about the program and something about the man,Claim,KENNEDY,They do stand for something,Claim,KENNEDY,Support,07-10-1960
1960,07 10,The Democratic party in this century has stood for something,Premise,KENNEDY,his party stood for something,Claim,KENNEDY,Support,07-10-1960
1960,07 10,The Democratic party in this century has stood for something,Claim,KENNEDY,It has stood for progress,Claim,KENNEDY,Equivalent,07-10-1960
1960,07 10,The Democratic party in this century has stood for something,Claim,KENNEDY,it has stood for concern for the people's welfare,Claim,KENNEDY,Equivalent,07-10-1960
1960,07 10,The Democratic party in this century has stood for something,Premise,KENNEDY,"as a result, produced Wilson, President Roosevelt, and President Truman",Claim,KENNEDY,Support,07-10-1960
1960,07 10,The Democratic party in this century has stood for something,Claim,KENNEDY,It has stood for a strong foreign policy and a strong national defense,Claim,KENNEDY,Equivalent,07-10-1960
1960,07 10,The Democratic party in this century has stood for something,Claim,KENNEDY,They do stand for something,Claim,KENNEDY,Equivalent,07-10-1960
1960,07 10,That's the importance of party,Claim,KENNEDY,The Democratic party in this century has stood for something,Claim,KENNEDY,Support,07-10-1960
1960,07 10,That's the importance of party,Claim,KENNEDY,it has stood for concern for the people's welfare,Claim,KENNEDY,Support,07-10-1960
1960,07 10,That's the importance of party,Claim,KENNEDY,It has stood for a strong foreign policy and a strong national defense,Claim,KENNEDY,Support,07-10-1960
1960,07 10,That's the importance of party,Claim,KENNEDY,They do stand for something,Claim,KENNEDY,Support,07-10-1960
1960,07 10,That's the importance of party,Claim,KENNEDY,They stand for a whole different approach to the problems facing this country at home and abroad,Claim,KENNEDY,Support,07-10-1960
1960,07 10,It has stood for progress,Claim,KENNEDY,it has stood for concern for the people's welfare,Claim,KENNEDY,Equivalent,07-10-1960
1960,07 10,It has stood for progress,Premise,KENNEDY,"as a result, produced Wilson, President Roosevelt, and President Truman",Claim,KENNEDY,Support,07-10-1960
1960,07 10,It has stood for progress,Claim,KENNEDY,It has stood for a strong foreign policy and a strong national defense,Claim,KENNEDY,Equivalent,07-10-1960
1960,07 10,it has stood for concern for the people's welfare,Premise,KENNEDY,"as a result, produced Wilson, President Roosevelt, and President Truman",Claim,KENNEDY,Support,07-10-1960
1960,07 10,it has stood for concern for the people's welfare,Claim,KENNEDY,It has stood for a strong foreign policy and a strong national defense,Claim,KENNEDY,Equivalent,07-10-1960
1960,07 10,They do stand for something,Claim,KENNEDY,They stand for a whole different approach to the problems facing this country at home and abroad,Claim,KENNEDY,Equivalent,07-10-1960
1960,07 10,They do stand for something,Premise,KENNEDY,"The Republican party has produced McKinley and Harding, Coolidge, Dewey, and Landon",Claim,KENNEDY,Support,07-10-1960
1960,07 10,In my judgment that statement has been distorted uh - by Mr. Nixon and others in their debates around the country and in their discussions,Premise,KENNEDY,"I believe Mr. Nixon himself said on May fifteenth that the flights would continue even though Mr. Herter testified before the Senate Foreign Relations Committee that they had been canceled as of May twelfth - that it would have been far better that if we had expressed regrets, if that would have saved the summit, and if the summit is useful",Claim,KENNEDY,Support,07-10-1960
1960,07 10,In my judgment that statement has been distorted uh - by Mr. Nixon and others in their debates around the country and in their discussions,Premise,KENNEDY,The point that is always left out is the fact that we expressed regrets to Castro this winter; that we expressed regrets - the Eisenhower Administration expressed regrets - for a flight over Southern Russia in 1958,Claim,KENNEDY,Support,07-10-1960
1960,07 10,In my judgment that statement has been distorted uh - by Mr. Nixon and others in their debates around the country and in their discussions,Premise,KENNEDY,I suggested that if the United States felt that it could save the summit conference that it would have been proper for us to have expressed regrets,Claim,KENNEDY,Support,07-10-1960
1960,07 10,they were not in accordance with international law,Premise,KENNEDY,The U-2 flights were proper from the point of view of protecting our security,Claim,KENNEDY,Attack,07-10-1960
1960,07 10,That is the accepted procedure between nations,Premise,KENNEDY,We expressed regrets for a flight over Eastern Germany under this Administration,Claim,KENNEDY,Support,07-10-1960
1960,07 10,That is the accepted procedure between nations,Premise,KENNEDY,The Soviet Union in 1955 expressed regrets to us over the Bering Sea incident,Claim,KENNEDY,Support,07-10-1960
1960,07 10,That is the accepted procedure between nations,Premise,KENNEDY,The Chinese Communists expressed regrets to us over a plane incident in 1956,Claim,KENNEDY,Support,07-10-1960
1960,07 10,in my judgment it was a proper action,Premise,KENNEDY,"in my judgment if the summit was useful, if it would have brought us closer to peace, that rather than the lie that we told - which has been criticized by all responsible people afterwards - it would have been far better for us to follow the common diplomatic procedure of expressing regrets and then try to move on",Claim,KENNEDY,Support,07-10-1960
1960,07 10,in my judgment it was a proper action,Claim,KENNEDY,"I believe that in those cases where international custom calls for the expression of a regret, if that would have kept the summit going",Claim,KENNEDY,Support,07-10-1960
1960,07 10,in my judgment it was a proper action,Claim,KENNEDY,It's not appeasement,Claim,KENNEDY,Support,07-10-1960
1960,07 10,in my judgment it was a proper action,Claim,KENNEDY,It's not soft,Claim,KENNEDY,Support,07-10-1960
1960,07 10,in my judgment it was a proper action,Claim,NIXON,I don't intend ever to express regrets to Mr. Khrushchev or anybody else if I'm doing something that has the support of the Congress and that is right for the purpose of protecting the security of the United States,Claim,KENNEDY,Attack,07-10-1960
1960,07 10,in my judgment it was a proper action,Claim,NIXON,"when the president of the United States is doing something that's right, something that is for the purpose of defending the security of this country against surprise attack, he can never express regrets or apologize to anybody, including Mr. Khrushchev",Claim,KENNEDY,Attack,07-10-1960
1960,07 10,"I believe that in those cases where international custom calls for the expression of a regret, if that would have kept the summit going",Claim,KENNEDY,my judgment is that we should follow the advice of Theodore Roosevelt: Be strong; maintain a strong position; but also speak softly,Claim,KENNEDY,Support,07-10-1960
1960,07 10,my judgment is that we should follow the advice of Theodore Roosevelt: Be strong; maintain a strong position; but also speak softly,Claim,KENNEDY,in my judgment it was a proper action,Claim,KENNEDY,Equivalent,07-10-1960
1960,07 10,my judgment is that we should follow the advice of Theodore Roosevelt: Be strong; maintain a strong position; but also speak softly,Claim,KENNEDY,I don't confuse words with strength,Claim,KENNEDY,Equivalent,07-10-1960
1960,07 10,my judgment is that we should follow the advice of Theodore Roosevelt: Be strong; maintain a strong position; but also speak softly,Claim,NIXON,This seems to me is criticism that again is wrong on his part,Claim,KENNEDY,Attack,07-10-1960
1960,07 10,I believe we should increase our strength all over the world,Claim,KENNEDY,I believe we should have a stronger military force,Claim,KENNEDY,Support,07-10-1960
1960,07 10,I don't confuse words with strength,Claim,KENNEDY,I believe we should increase our strength all over the world,Claim,KENNEDY,Attack,07-10-1960
1960,07 10,I think Kenne- Senator Kennedy is wrong on three counts,Premise,NIXON,"First of all, he's wrong in thinking th- er- even suggesting that Mr. Khrushchev might have continued the conference if we had expressed regrets",Claim,NIXON,Support,07-10-1960
1960,07 10,I think Kenne- Senator Kennedy is wrong on three counts,Claim,NIXON,"Second, he's wrong in the analogies that he makes",Claim,NIXON,Support,07-10-1960
1960,07 10,that wasn't the reason that he broke up the conference,Premise,NIXON,He knew these flights were going on long before,Claim,NIXON,Support,07-10-1960
1960,07 10,"First of all, he's wrong in thinking th- er- even suggesting that Mr. Khrushchev might have continued the conference if we had expressed regrets",Claim,NIXON,that wasn't the reason that he broke up the conference,Premise,NIXON,Attack,07-10-1960
1960,07 10,We cannot afford an intelligence gap,Claim,NIXON,"I don't intend to see to it that the United States is ever in a position where, while we're negotiating with the Soviet Union, that we discontinue our intelligence effort",Claim,NIXON,Support,07-10-1960
1960,07 10,We cannot afford an intelligence gap,Claim,NIXON,I just want to make my position absolutely clear with regard to getting intelligence information,Claim,NIXON,Support,07-10-1960
1960,07 10,We cannot afford an intelligence gap,Premise,NIXON,We all remember Pearl Harbor. We lost three thousand American lives,Claim,NIXON,Support,07-10-1960
